49	1	1	(Ephesus)『a』
49	4	26	(sin)『c』
50	1	13	(palace guard)『a』
50	1	14	(word)『b』
50	2	15	(perverted)『a』
51	1	7	(us)『b』
51	1	12	(you)『c』
51	1	23	(creation)『d』
51	3	4	(of you)『a』
53	1	1	(Silvanus)『a』
53	2	13	(<em>the</em> beginning)『a』
54	2	11	(A woman)『a』
54	2	12	(a man)『b』
54	3	11	(Women)『a』
54	3	16	(<em>the</em> Spirit)『b』
54	4	10	(strive)『a』
54	6	7	(because)『b』
55	2	14	(God)『a』
55	4	19	(Prisca)『a』
58	2	8	(of him)『c』
58	3	5	(a servant)『a』
58	4	3	(of Me)『a』
58	6	1	(works)『a』
58	6	2	(about baptisms)『b』
58	7	25	(uttermost)『c』
58	9	11	(having come)『a』
58	9	14	(of us)『b』
58	11	5	(God)『a』
58	11	37	(they were sawed in two)『c』
58	13	21	(good)『c』
58	13	21	(us)『d』
59	2	8	(yourself)『a』
59	2	11	(you shall commit adultery)『b』
59	2	11	(you shall murder)『c』
59	2	20	(worthless)『d』
59	2	23	(righteousness)『e』
59	4	4	(Adulteresses)『a』
60	1	22	(of heart)『b』
60	1	25	(age)『c』
60	2	8	(of offense)『c』
60	2	25	(going astray)『f』
60	3	18	(suffered)『d』
60	4	1	(having suffered)『a』
60	5	1	(I exhort)『a』
60	5	2	(exercising oversight)『b』
60	5	2	(God)『c』
60	5	10	(Christ)『e』
60	5	12	(Silvanus)『f』
61	2	4	(of gloomy darkness)『a』
61	2	6	(He condemned <em>them</em>)『b』
61	2	6	(the ungodly)『c』
61	2	20	(Christ)『d』
61	2	22	(vomit)『e』
61	3	6	(which)『a』
61	3	16	(letters)『c』
61	3	16	(distort)『d』
62	1	4	(of us)『a』
62	1	7	(however)『b』
62	3	2	(He appears)『a』
62	3	7	(Little children)『b』
62	4	3	(Jesus)『a』
62	4	6	(Spirit)『b』
62	5	13	(eternal)『b』
62	5	18	(him)『c』
63	1	8	(we have worked for)『a』
65	1	5	(Jesus)『a』
65	1	12	(hidden reefs)『c』
66	1	4	(Spirits)『a』
66	1	8	(Omega)『b』
66	1	11	(saying)『c』
66	1	13	(of Man)『d』
66	2	27	(are broken in pieces)『a』
66	5	10	(they will reign)『a』
66	6	6	(for a denarius)『a』
66	6	17	(of Them)『c』
66	11	17	(was)『b』
66	12	5	(of iron)『a』
66	13	10	(is to be killed)『a』
66	13	10	(to be killed)『b』
66	14	8	(great)『b』
66	14	14	(of Man)『c』
66	16	21	(a talent weight)『a』
66	18	3	(have drunk)『c』
66	18	4	(her)『d』
66	19	13	(in blood)『a』
66	19	15	(of iron)『b』
66	20	9	(heaven)『a』
66	21	4	(of them)『c』
66	21	16	(thousand)『d』
66	21	17	(cubits)『e』
66	21	24	(glory)『f』
66	22	14	(of them)『a』
