40	15	4	『b』
40	21	9	『d』
40	21	13	『g』
41	11	9	『b』
41	11	17	『e』
41	14	27	『f』
42	3	16	『c』
42	19	46	『d』
43	12	13	『f』
44	1	20	『e』
44	17	28	『b』
44	20	28	『d』
44	27	28	『f』
45	10	15	『h』
45	13	9	『b』
45	14	11	『c』
47	4	6	『b』
48	2	7	『b』
49	4	8	『b』
52	1	1	『b』
54	5	18	『b』
58	1	12	『g』
58	2	13	『f』
58	10	30	『e』
58	10	38	『g』
60	3	14	『c』
66	7	17	『d』
66	9	11	『b』
66	22	21	『d』
