40	2	6	『a』
40	2	15	『b』
40	2	18	『c』
40	3	3	『a』
40	4	4	『a』
40	4	6	『b』
40	4	7	『c』
40	4	10	『d』
40	4	16	『e』
40	5	21	『a』
40	5	26	『d』
40	5	27	『e』
40	5	31	『f』
40	5	37	『g』
40	5	38	『h』
40	5	43	『i』
40	5	44	『j』
40	6	13	『a』
40	6	27	『c』
40	8	17	『b』
40	10	36	『c』
40	11	10	『b』
40	12	21	『b』
40	12	46	『c』
40	13	15	『b』
40	13	35	『c』
40	15	9	『c』
40	17	20	『a』
40	18	10	『a』
40	18	16	『c』
40	18	22	『d』
40	18	24	『e』
40	19	4	『a』
40	19	5	『b』
40	19	9	『c』
40	19	19	『d』
40	20	7	『b』
40	20	16	『c』
40	21	5	『a』
40	21	16	『h』
40	21	42	『j』
40	21	43	『k』
40	22	19	『a』
40	22	37	『d』
40	22	39	『e』
40	22	44	『f』
40	23	13	『b』
40	23	39	『c』
40	24	29	『b』
40	24	30	『c』
40	25	13	『a』
40	26	6	『a』
40	26	20	『c』
40	26	31	『e』
40	26	64	『g』
40	27	10	『a』
40	27	16	『b』
40	27	24	『c』
40	27	35	『d』
40	28	6	『a』
41	1	1	『a』
41	1	2	『b』
41	1	3	『c』
41	2	16	『a』
41	2	22	『b』
41	4	12	『a』
41	5	1	『a』
41	6	11	『a』
41	7	4	『a』
41	7	7	『b』
41	7	8	『c』
41	7	9	『d』
41	7	15	『g』
41	7	21	『h』
41	7	31	『j』
41	8	26	『a』
41	9	29	『b』
41	9	43	『c』
41	9	45	『d』
41	9	48	『e』
41	9	49	『f』
41	10	6	『a』
41	10	7	『b』
41	10	19	『d』
41	10	24	『e』
41	11	10	『c』
41	11	25	『f』
41	12	11	『a』
41	12	26	『d』
41	12	30	『e』
41	12	36	『g』
41	13	25	『c』
41	14	68	『g』
41	14	70	『h』
41	15	27	『a』
41	15	34	『b』
41	16	8	『a』
42	1	28	『a』
42	2	23	『b』
42	2	24	『c』
42	2	49	『e』
42	3	6	『a』
42	4	4	『a』
42	4	8	『b』
42	4	11	『c』
42	4	12	『d』
42	4	19	『f』
42	4	27	『g』
42	4	44	『h』
42	5	1	『a』
42	6	48	『b』
42	7	27	『b』
42	8	10	『b』
42	9	54	『b』
42	9	55	『c』
42	11	4	『c』
42	12	25	『b』
42	12	59	『f』
42	13	35	『a』
42	17	19	『b』
42	17	35	『d』
42	18	20	『a』
42	20	17	『a』
42	20	30	『c』
42	20	37	『d』
42	20	43	『e』
42	21	2	『a』
42	22	20	『a』
42	22	44	『c』
42	23	16	『a』
42	23	23	『b』
42	23	30	『c』
